Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
4001706,120205009,Inguinal region repair,Procedure,Procedure,SNOMED,Valid,Standard,18,2783014,0YQ64ZZ,"Repair Left Inguinal Region, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4180941,363691001,Procedure categorized by device involved,Procedure,Procedure,SNOMED,Valid,Standard,18,2782827,2W2LX4Z,Dressing of Right Lower Extremity using Bandage,ICD10PCS,Yes,Subsumes
4097951,26906007,"Application of dressing, pressure",Procedure,Procedure,SNOMED,Valid,Standard,18,2782796,2W1RX6Z,Compression of Left Lower Leg using Pressure Dressing,ICD10PCS,Yes,Is a
4027551,128266009,Diagnostic procedure on female genital system,Procedure,Procedure,SNOMED,Valid,Standard,18,2780357,0UBG7ZX,"Excision of Vagina, Via Natural or Artificial Opening, Diagnostic",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2780296,0WBN0ZZ,"Excision of Female Perineum, Open Approach",ICD10PCS,Yes,Has access
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,18,2780322,0WCC4ZZ,"Extirpation of Matter from Mediastinum, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2779024,0W3F3ZZ,"Control Bleeding in Abdominal Wall, Percutaneous Approach",ICD10PCS,Yes,Has access
4193513,78904004,Chest wall structure,Procedure,Procedure,SNOMED,Valid,Standard,18,2777810,0WJ84ZZ,"Inspection of Chest Wall, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Has proc site
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,18,2773725,0TB64ZZ,"Excision of Right Ureter, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2774351,0SRR03Z,"Replacement of Right Hip Joint, Femoral Surface with Ceramic Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
4122959,303968006,Removal of surgical material,Procedure,Procedure,SNOMED,Valid,Standard,18,2775727,0TP9XDZ,"Removal of Intraluminal Device from Ureter, External Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2775882,0SUD09Z,"Supplement Left Knee Joint with Liner, Open Approach",ICD10PCS,Yes,Has access
40489295,446715000,Laparoscopic total ureterectomy,Procedure,Procedure,SNOMED,Valid,Standard,18,2776772,0TT74ZZ,"Resection of Left Ureter, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4165732,41216001,Prostatic structure,Procedure,Procedure,SNOMED,Valid,Standard,18,2777703,0VB07ZX,"Excision of Prostate, Via Natural or Artificial Opening, Diagnostic",ICD10PCS,Yes,Has dir proc site
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2777205,0T9630Z,"Drainage of Right Ureter with Drainage Device, Percutaneous Approach",ICD10PCS,Yes,Has access
4201409,302199004,Examination - action,Procedure,Procedure,SNOMED,Valid,Standard,18,2777827,0WJFXZZ,"Inspection of Abdominal Wall, External Approach",ICD10PCS,Yes,Has method
4000738,119583009,Trunk excision,Procedure,Procedure,SNOMED,Valid,Standard,18,2777958,0VBF0ZZ,"Excision of Right Spermatic Cord, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2778253,0W0F0ZZ,"Alteration of Abdominal Wall, Open Approach",ICD10PCS,Yes,Has access
4313302,86174004,Laparoscope,Procedure,Procedure,SNOMED,Valid,Standard,18,2778900,0UT97ZZ,"Resection of Uterus, Via Natural or Artificial Opening",ICD10PCS,Yes,Using acc device
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,17,2731579,04HM33Z,"Insertion of Infusion Device into Right Popliteal Artery, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2730729,041L0JM,"Bypass Left Femoral Artery to Peroneal Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
4004055,120216002,Removal from artery of abdomen,Procedure,Procedure,SNOMED,Valid,Standard,17,2730812,04C53ZZ,"Extirpation of Matter from Superior Mesenteric Artery, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2730524,041L09M,"Bypass Left Femoral Artery to Peroneal Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4004055,120216002,Removal from artery of abdomen,Procedure,Procedure,SNOMED,Valid,Standard,17,2730827,04CA3ZZ,"Extirpation of Matter from Left Renal Artery, Percutaneous Approach",ICD10PCS,Yes,Is a
4004055,120216002,Removal from artery of abdomen,Procedure,Procedure,SNOMED,Valid,Standard,17,2730841,04CF0ZZ,"Extirpation of Matter from Left Internal Iliac Artery, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2731381,04SB0ZZ,"Reposition Inferior Mesenteric Artery, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2723276,00U237Z,"Supplement Dura Mater with Autologous Tissue Substitute, Percutaneous Approach",ICD10PCS,Yes,Has access
4051039,233404000,Insertion of arterial stent,Procedure,Procedure,SNOMED,Valid,Standard,17,2732476,047M34Z,"Dilation of Right Popliteal Artery with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2732879,03VL0CZ,"Restriction of Left Internal Carotid Artery with Extraluminal Device, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2751346,0HHT0NZ,"Insertion of Tissue Expander into Right Breast, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2737072,05BB0ZZ,"Excision of Right Basilic Vein, Open Approach",ICD10PCS,Yes,Has access
4067169,20115005,Structure of brachial vein,Procedure,Procedure,SNOMED,Valid,Standard,17,2737564,05C93ZZ,"Extirpation of Matter from Right Brachial Vein, Percutaneous Approach",ICD10PCS,Yes,Has indir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2729209,03LR0ZZ,"Occlusion of Face Artery, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2739500,08B53ZZ,"Excision of Left Vitreous, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2729612,03QH0ZZ,"Repair Right Common Carotid Artery, Open Approach",ICD10PCS,Yes,Has access
4044524,129303008,Removal - action,Procedure,Procedure,SNOMED,Valid,Standard,17,2723560,00PUX3Z,"Removal of Infusion Device from Spinal Canal, External Approach",ICD10PCS,Yes,Has method
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,17,2728536,03L13DZ,"Occlusion of Left Internal Mammary Artery with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2727431,0318091,"Bypass Left Brachial Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,17,2727421,03170JD,"Bypass Right Brachial Artery to Upper Arm Vein with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2727411,0317090,"Bypass Right Brachial Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4217142,80891009,Heart structure,Procedure,Procedure,SNOMED,Valid,Standard,17,2727208,02WA3RZ,"Revision of Short-term External Heart Assist System in Heart, Percutaneous Approach",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2726816,02QV0ZZ,"Repair Superior Vena Cava, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2726798,02QN0ZZ,"Repair Pericardium, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2725772,02B90ZZ,"Excision of Chordae Tendineae, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2725666,02CK0ZZ,"Extirpation of Matter from Right Ventricle, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2725559,027R3ZZ,"Dilation of Left Pulmonary Artery, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2725346,0213093,"Bypass Coronary Artery, Four or More Arteries from Coronary Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2724699,01XG0ZG,"Transfer Tibial Nerve to Tibial Nerve, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2724607,01Q50ZZ,"Repair Median Nerve, Open Approach",ICD10PCS,Yes,Has access
4044524,129303008,Removal - action,Procedure,Procedure,SNOMED,Valid,Standard,17,2723501,00P0X0Z,"Removal of Drainage Device from Brain, External Approach",ICD10PCS,Yes,Has method
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,17,2740048,06L33DZ,"Occlusion of Esophageal Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4044379,129237003,Closed approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2739756,095KXZZ,"Destruction of Nasal Mucosa and Soft Tissue, External Approach",ICD10PCS,Yes,Has access
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,17,2750440,0F9D80Z,"Drainage of Pancreatic Duct with Drainage Device, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2740298,06LB0ZZ,"Occlusion of Left Renal Vein, Open Approach",ICD10PCS,Yes,Has access
4044550,129419002,Dilation - action,Procedure,Procedure,SNOMED,Valid,Standard,17,2749019,0D7Q7ZZ,"Dilation of Anus, Via Natural or Artificial Opening",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2746904,0CTG0ZZ,"Resection of Right Submaxillary Gland, Open Approach",ICD10PCS,Yes,Has access
4184913,54357003,Partial excision of small intestine,Procedure,Procedure,SNOMED,Valid,Standard,17,2747004,0DBA4ZZ,"Excision of Jejunum, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4043018,118673008,Procedure on digestive system,Procedure,Procedure,SNOMED,Valid,Standard,17,2747554,0DBW4ZZ,"Excision of Peritoneum, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,17,2747759,0D5B8ZZ,"Destruction of Ileum, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Using acc device
4044545,129382001,Destruction - action,Procedure,Procedure,SNOMED,Valid,Standard,17,2747991,0D5L8ZZ,"Destruction of Transverse Colon, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Has method
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,17,2748388,0CCS8ZZ,"Extirpation of Matter from Larynx, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Using acc device
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,17,2749144,0CNS8ZZ,"Release Larynx, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Using acc device
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,17,2741024,08Q9XZZ,"Repair Left Cornea, External Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2749434,0CQ40ZZ,"Repair Buccal Mucosa, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2749937,0F900ZZ,"Drainage of Liver, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2749949,0F913ZZ,"Drainage of Right Lobe Liver, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2750843,0H9U0ZZ,"Drainage of Left Breast, Open Approach",ICD10PCS,Yes,Has access
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,17,2750975,0FC88ZZ,"Extirpation of Matter from Cystic Duct, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Acc device used by
2722267,86588,"Streptococcus, screen, direct. (Deprecated)",Undefined,Procedure,CPT4,Invalid,Non-standard,17,2722267,86588,"Streptococcus, screen, direct. (Deprecated)",CPT4,No,
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,17,2746805,0DBA0ZX,"Excision of Jejunum, Open Approach, Diagnostic",ICD10PCS,Yes,Using acc device
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2746507,0D9W3ZZ,"Drainage of Peritoneum, Percutaneous Approach",ICD10PCS,Yes,Access of
4144541,34402009,Rectum structure,Procedure,Procedure,SNOMED,Valid,Standard,17,2746255,0D9P8ZZ,"Drainage of Rectum, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2745574,09BE0ZZ,"Excision of Left Inner Ear, Open Approach",ICD10PCS,Yes,Has access
4044379,129237003,Closed approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2745310,09B0XZZ,"Excision of Right External Ear, External Approach",ICD10PCS,Yes,Has access
4133895,262202000,Therapeutic,Procedure,Procedure,SNOMED,Valid,Standard,17,2744651,0BBP4ZZ,"Excision of Left Pleura, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Has intent
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2744646,0BBP0ZX,"Excision of Left Pleura, Open Approach, Diagnostic",ICD10PCS,Yes,Has access
4070879,173171007,Lobectomy of lung,Procedure,Procedure,SNOMED,Valid,Standard,17,2744416,0BBJ8ZZ,"Excision of Left Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2744397,0BBH0ZX,"Excision of Lung Lingula, Open Approach, Diagnostic",ICD10PCS,Yes,Access of
4070879,173171007,Lobectomy of lung,Procedure,Procedure,SNOMED,Valid,Standard,17,2744386,0BBF8ZZ,"Excision of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Is a
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,17,2743653,0B9P40Z,"Drainage of Left Pleura with Drainage Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Method of
4044379,129237003,Closed approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2743239,0CB4XZZ,"Excision of Buccal Mucosa, External Approach",ICD10PCS,Yes,Has access
4044379,129237003,Closed approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2742987,0C9PXZZ,"Drainage of Tonsils, External Approach",ICD10PCS,Yes,Access of
4046266,122462000,Drainage procedure,Procedure,Procedure,SNOMED,Valid,Standard,17,2742966,0C9M7ZZ,"Drainage of Pharynx, Via Natural or Artificial Opening",ICD10PCS,Yes,Subsumes
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,17,2742697,0BND4ZZ,"Release Right Middle Lung Lobe, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4044550,129419002,Dilation - action,Procedure,Procedure,SNOMED,Valid,Standard,17,2742339,0B768ZZ,"Dilation of Right Lower Lobe Bronchus, Via Natural or Artificial Opening Endoscopic",ICD10PCS,Yes,Has method
4044379,129237003,Closed approach,Procedure,Procedure,SNOMED,Valid,Standard,17,2741595,0B2QX0Z,"Change Drainage Device in Pleura, External Approach",ICD10PCS,Yes,Has access
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,17,2722687,00B24ZZ,"Excision of Dura Mater, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4012305,112827002,Excision of lower limb artery,Procedure,Procedure,SNOMED,Valid,Standard,17,2002127,38.68,"Other excision of vessels, lower limb arteries",ICD9Proc,Yes,Subsumes
4139039,426243004,Balloon kyphoplasty of fracture of spine,Procedure,Procedure,SNOMED,Valid,Non-standard,17,2721163,S2362,"KYPHOPLASTY, ONE VERTEBRAL BODY, UNILATERAL OR BILATERAL INJECTION (Deprecated)",HCPCS,Yes,Maps to
2103298,21431,Closed treatment of craniofacial separation (LeFort III type) using interdental wire fixation of denture or splint,Undefined,Procedure,CPT4,Invalid,Non-standard,17,2103298,21431,Closed treatment of craniofacial separation (LeFort III type) using interdental wire fixation of denture or splint,CPT4,No,
